,num-cells,cluster-size,max-divisions,num-matrix-diff,cycles-diff-matrix,num-diff-ind,cycles-diff-ind,undiff-num-inhibition,Num Cysts,Num Differentiated,Num Pluripotent,Num Differentiated Cysts,Num Pluripotent Cysts,Num Asymmetric Cysts
37,97.3,2.0,1.3,4.3,9.3,3.0,2.6,1.7,23,0.0,330.0,0,23,0
38,23.4,2.0,1.3,4.3,9.3,3.0,2.6,1.7,12,0.0,128.0,0,12,0
39,23.4,2.0,1.3,4.1,9.3,3.0,2.6,1.7,2,0.0,128.0,0,2,0
40,23.4,2.0,1.3,4.3,9.7,3.0,2.6,1.7,1,0.0,128.0,0,1,0
41,23.4,1.0,1.3,4.3,9.3,3.1,2.6,1.7,27,0.0,103.0,26,0,0
42,52.3,1.0,1.8,2.1,7.7,1.1,3.6,5.0,27,167.0,52.0,24,0,0
43,52.3,1.5,1.8,2.1,7.7,1.1,3.6,5.0,27,83.0,118.0,24,0,0
44,68.4,1.5,1.8,2.1,7.7,1.1,3.6,5.0,13,99.0,141.0,5,0,0
45,68.4,2.0,1.8,2.1,7.7,1.1,3.6,5.0,13,36.0,178.0,5,0,0
46,52.3,2.0,1.8,2.1,7.7,1.1,3.6,5.0,2,36.0,178.0,0,0,0
47,52.3,1.0,1.8,2.3,7.7,1.1,3.6,5.0,1,167.0,52.0,0,0,0
48,52.3,1.0,1.8,2.1,7.3,1.1,3.6,5.0,27,167.0,52.0,26,0,0
49,52.3,1.5,1.8,2.1,7.3,1.1,3.6,5.0,27,83.0,118.0,26,0,0
50,52.3,1.5,1.8,2.1,7.7,1.0,3.6,5.0,13,201.0,0.0,7,0,0
51,52.3,2.0,1.8,2.1,7.7,1.0,3.6,5.0,13,214.0,0.0,7,0,0
